kanji,kana,roman,lat,lng,class
蒲戸崎,かまどざき,Kamado Zaki,33.067,132.017,Cape
釜臥山,かまふせやま,Kamafuse Yama,41.283,141.117,Mountain
鎌ケ谷市,かまがやし,Kamagaya Shi,35.783,140.000,Municipality
釜石市,かまいしし,Kamaishi Shi,39.283,141.883,Municipality
釜石湾,かまいしわん,Kamaishi Wan,39.267,141.900,Sea Area
鎌倉市,かまくらし,Kamakura Shi,35.317,139.550,Municipality
釜無川,かまなしがわ,Kamanashi Gawa,35.550,138.467,River
釜無山,かまなしやま,Kamanashi Yama,35.850,138.183,Mountain
亀田半島,かめだはんとう,Kameda Hanto,41.850,140.867,Extensive natural feature
瓶ヶ森,かめがもり,Kamegamori,33.800,133.200,Mountain
亀岡市,かめおかし,Kameoka Shi,35.017,135.567,Municipality
亀徳海山,かめとくかいざん,Kametoku Kaizan,26.933,133.983,Undersea feature
亀山市,かめやまし,Kameyama Shi,34.850,136.450,Municipality
香美町,かみちょう,Kami Cho,35.633,134.633,Municipality
神島,かみじま,Kami Jima,34.550,136.983,Island
加美町,かみまち,Kami Machi,38.567,140.850,Municipality
香美市,かみし,Kami Shi,33.600,133.683,Municipality
神山,かみやま,Kami Yama,35.233,139.017,Mountain
上県,かみあがた,Kamiagata,34.633,129.400,Populated area
上阿値賀島,かみあじかしま,Kamiajika Shima,33.250,129.333,Island
上天草市,かみあまくさし,Kamiamakusa Shi,32.583,130.433,Municipality
上富良野町,かみふらのちょう,Kamifurano Cho,43.450,142.467,Municipality
上郡町,かみごおりちょう,Kamigori Cho,34.867,134.350,Municipality
上市町,かみいちまち,Kamiichi Machi,36.700,137.367,Municipality
上板町,かみいたちょう,Kamiita Cho,34.117,134.400,Municipality
上島町,かみじまちょう,Kamijima Cho,34.250,133.200,Municipality
上蒲刈島,かみかまがりじま,Kamikamagari Jima,34.183,132.733,Island
上勝町,かみかつちょう,Kamikatsu Cho,33.883,134.400,Municipality
上川町,かみかわちょう,Kamikawa Cho,43.850,142.767,Municipality
神河町,かみかわちょう,Kamikawa Cho,35.067,134.733,Municipality
神川町,かみかわまち,Kamikawa Machi,36.217,139.100,Municipality
上北山村,かみきたやまむら,Kamikitayama Mura,34.133,136.000,Municipality
上小阿仁村,かみこあにむら,Kamikoani Mura,40.067,140.300,Municipality
上甑島,かみこしきしま,Kamikoshiki Shima,31.850,129.883,Island
上峰町,かみみねちょう,Kamimine Cho,33.317,130.433,Municipality
上ノ加江,かみのかえ,Kaminokae,33.283,133.233,Populated area
上三川町,かみのかわまち,Kaminokawa Machi,36.433,139.917,Municipality
上ノ国町,かみのくにちょう,Kaminokuni Cho,41.800,140.117,Municipality
上ノ根島,かみのねじま,Kaminone Jima,28.833,129.000,Island
上関町,かみのせきちょう,Kaminoseki Cho,33.833,132.117,Municipality
上ノ島,かみのしま,Kaminoshima,30.867,129.467,Island
上山市,かみのやまし,Kaminoyama Shi,38.150,140.267,Municipality
神岡,かみおか,Kamioka,36.333,137.300,Populated area
上里町,かみさとまち,Kamisato Machi,36.250,139.150,Municipality
上士幌町,かみしほろちょう,Kamishihoro Cho,43.233,143.300,Municipality
上島,かみしま,Kamishima,32.467,130.350,Island
神栖市,かみすし,Kamisu Shi,35.883,140.667,Municipality
上砂川町,かみすながわちょう,Kamisunagawa Cho,43.483,141.983,Municipality
上富田町,かみとんだちょう,Kamitonda Cho,33.700,135.433,Municipality
上対馬,かみつしま,Kamitsushima,34.650,129.467,Populated area
神山町,かみやまちょう,Kamiyama Cho,33.967,134.350,Municipality
神山島,かみやまじま,Kamiyama Jima,26.267,127.583,Island
上山田,かみやまだ,Kamiyamada,36.467,138.150,Populated area
加茂,かも,Kamo,38.767,139.733,Populated area
加茂川,かもがわ,Kamo Gawa,33.933,133.150,River
加茂市,かもし,Kamo Shi,37.667,139.033,Municipality
蒲生田岬,かもだみさき,Kamoda Misaki,33.833,134.750,Cape
神恵内村,かもえないむら,Kamoenai Mura,43.150,140.433,Municipality
鴨川市,かもがわし,Kamogawa Shi,35.117,140.100,Municipality
鷗島,かもめじま,Kamome Jima,41.867,140.117,Island
神威岳,かむいだけ,Kamui Dake,45.517,148.800,Mountain
神威岳,かむいだけ,Kamui Dake,42.433,142.900,Mountain
神威岬,かむいみさき,Kamui Misaki,43.333,140.350,Cape
カムイヌプリ,カムイヌプリ,Kamui Nupuri,43.567,144.550,Mountain
神威山,かむいやま,Kamui Yama,42.167,139.450,Mountain
カムイエクウチカウシ山,カムイエクウチカウシやま,Kamuiekuuchikaushi Yama,42.633,142.767,Mountain
冠着山,かむりきやま,Kamuriki Yama ,36.467,138.100,Mountain
姨捨山,おばすてやま,Obasute Yama,36.467,138.100,Mountain
神室山,かむろさん,Kamuro San,38.900,140.500,Mountain
叶崎,かなえざき,Kanae Zaki,32.750,132.800,Cape
神奈川県,かながわけん,Kanagawa Ken,35.450,139.650,Municipality
金見海山,かなみかいざん,Kanami Kaizan,27.033,132.767,Undersea feature
金見崎,かなみざき,Kanami Zaki,27.900,128.967,Cape
河南町,かなんちょう,Kanan Cho,34.500,135.633,Municipality
鹿嵐山,かならせやま,Kanarase Yama,33.433,131.250,Mountain
金沢市,かなざわし,Kanazawa Shi,36.567,136.650,Municipality
金津山,かなづやま,Kanazu Yama,41.100,141.333,Mountain
苅田町,かんだまち,Kanda Machi,33.783,130.983,Municipality
神田岬,かんだみさき,Kanda Misaki,34.283,130.867,Cape
神戸川,かんどがわ,Kando Gawa,35.367,132.667,River
金田ノ岬,かねだのみさき,Kanedanomisaki,45.467,141.033,Cape
金ケ崎町,かねがさきちょう,Kanegasaki Cho,39.200,141.117,Municipality
金川岳,かねがわだけ,Kanegawa Dake,28.217,129.433,Mountain
寛永海山,かんえいかいざん,Kan-ei Kaizan,32.400,138.900,Undersea feature
寛延海山,かんえんかいざん,Kan-en Kaizan,29.983,138.583,Undersea feature
金州ノ瀬,かねすのせ,Kanesu-No-Se,34.317,138.300,Undersea feature
金山町,かねやままち,Kaneyama Machi,38.883,140.333,Municipality
金山町,かねやままち,Kaneyama Machi,37.450,139.517,Municipality
鐘崎,かねざき,Kanezaki,33.883,130.533,Populated area
可児市,かにし,Kani Shi,35.433,137.067,Municipality
蟹江町,かにえちょう,Kanie Cho,35.133,136.783,Municipality
上牧町,かんまきちょう,Kanmaki Cho,34.567,135.717,Municipality
関門海峡,かんもんかいきょう,Kanmon Kaikyo,33.933,130.933,Sea Area
冠島,かんむりじま,Kanmuri Jima,35.683,135.417,Island
冠山,かんむりやま,Kanmuri Yama,35.783,136.417,Mountain
冠山,かんむりやま,Kanmuri Yama,34.467,132.083,Mountain
神流川,かんながわ,Kanna Gawa,36.283,139.133,River
神流町,かんなまち,Kanna Machi,36.117,138.917,Municipality
カンナ崎,カンナざき,Kanna Zaki,26.300,127.917,Cape
函南町,かんなみちょう,Kannami Cho,35.083,138.950,Municipality
神無月海山,かんなづきかいざん,Kannazuki Kaizan,21.900,135.350,Undersea feature
観音崎,かんのんざき,Kannon Zaki,35.250,139.750,Cape
神野瀬川,かんのせがわ,Kannose Gawa,34.817,132.817,River
鹿野,かの,Kano,34.233,131.817,Populated area
狩野川,かのがわ,Kano Gawa,35.083,138.850,River
鹿野山,かのうざん,Kano Zan,35.250,139.967,Mountain
香ノ木山,かのきやま,Kanoki Yama,34.600,129.400,Mountain
観音寺市,かんおんじし,Kan-onji Shi,34.133,133.667,Municipality
鹿屋市,かのやし,Kanoya Shi,31.383,130.850,Municipality
寒風山,かんぷうざん,Kanpu Zan,39.933,139.883,Mountain
甘楽町,かんらまち,Kanra Machi,36.250,138.917,Municipality
還暦海山,かんれきかいざん,Kanreki Kaizan,24.483,133.067,Undersea feature
咸臨平頂海山,かんりんへいちょうかいざん,Kanrin Heichokaizan,24.117,150.000,Undersea feature
寛政海山,かんせいかいざん,Kansei Kaizan,29.117,138.350,Undersea feature
関東平野,かんとうへいや,Kanto Heiya,36.067,139.733,Extensive natural feature
関東山地,かんとうさんち,Kanto Sanchi,35.883,138.800,Extensive natural feature
鹿沼市,かぬまし,Kanuma Shi,36.567,139.750,Municipality
神埼市,かんざきし,Kanzaki Shi,33.317,130.367,Municipality
韓国岳,からくにだけ,Karakuni Dake,31.933,130.867,Mountain
唐松岳,からまつだけ,Karamatsu Dake,36.683,137.750,Mountain
烏川,からすがわ,Karasu Gawa,36.267,139.183,River
唐津市,からつし,Karatsu Shi,33.450,129.967,Municipality
狩場山,かりばやま,Kariba Yama,42.617,139.933,Mountain
狩勝峠,かりかちとうげ,Karikachi Toge,43.133,142.767,Pass
狩俣,かりまた,Karimata,24.900,125.267,Populated area
雁坂峠,かりさかとうげ,Karisaka Toge,35.900,138.783,Pass
刈羽村,かりわむら,Kariwa Mura,37.417,138.617,Municipality
刈谷市,かりやし,Kariya Shi,34.983,137.000,Municipality
軽井沢町,かるいざわまち,Karuizawa Machi,36.350,138.600,Municipality
軽米町,かるまいまち,Karumai Machi,40.333,141.467,Municipality
笠戸島,かさどしま,Kasado Shima,33.950,131.850,Island
笠ヶ岳,かさがたけ,Kasagatake,36.317,137.550,Mountain
笠置町,かさぎちょう,Kasagi Cho,34.767,135.933,Municipality
笠置山,かさぎやま,Kasagi Yama,35.517,137.350,Mountain
加西市,かさいし,Kasai Shi,34.933,134.850,Municipality
笠間市,かさまし,Kasama Shi,36.350,140.300,Municipality
笠松町,かさまつちょう,Kasamatsu Cho,35.367,136.767,Municipality
加佐ノ岬,かさのみさき,Kasano Misaki,36.350,136.300,Cape
笠岡市,かさおかし,Kasaoka Shi,34.500,133.500,Municipality
笠利海山,かさりかいざん,Kasari Kaizan,28.250,133.317,Undersea feature
笠利崎,かさりざき,Kasari Zaki,28.533,129.683,Cape
笠取山,かさとりやま,Kasatori Yama,34.733,136.300,Mountain
笠取山,かさとりやま,Kasatori Yama,33.550,132.917,Mountain
嘉瀬川,かせがわ,Kase Gawa,33.200,130.250,River
火星堆,かせいたい,Kasei Tai,21.800,136.583,Undersea feature
香芝市,かしばし,Kashiba Shi,34.533,135.700,Municipality
橿原市,かしはらし,Kashihara Shi,34.517,135.800,Municipality
嘉島町,かしままち,Kashima Machi,32.733,130.750,Municipality
鹿島灘,かしまなだ,Kashima Nada,36.067,140.800,Sea Area
鹿島市,かしまし,Kashima Shi,33.100,130.100,Municipality
鹿嶋市,かしまし,Kashima Shi,35.967,140.650,Municipality
鹿島槍ヶ岳,かしまやりがたけ,Kashima-yarigatake,36.633,137.750,Mountain
樫野崎,かしのざき,Kashino Zaki,33.467,135.867,Cape
柏市,かしわし,Kashiwa Shi,35.867,139.983,Municipality
柏原市,かしわらし,Kashiwara Shi,34.583,135.633,Municipality
柏崎市,かしわざきし,Kashiwazaki Shi,37.367,138.567,Municipality
迦葉山,かしょうざん,Kasho Zan,36.767,139.067,Mountain
春日市,かすがし,Kasuga Shi,33.533,130.467,Municipality
春日井市,かすがいし,Kasugai Shi,35.250,136.967,Municipality
春日部市,かすかべし,Kasukabe Shi,35.983,139.750,Municipality
霞ヶ浦,かすみがうら,Kasumigaura,36.033,140.400,Lake
かすみがうら市,かすみがうらし,Kasumigaura Shi,36.150,140.233,Municipality
粕屋町,かすやまち,Kasuya Machi,33.617,130.483,Municipality
加太,かた,Kata,34.267,135.083,Populated area
潟上市,かたがみし,Katagami Shi,39.850,140.017,Municipality
傾山,かたむきやま,Katamuki Yama,32.833,131.483,Mountain
交野市,かたのし,Katano Shi,34.783,135.683,Municipality
片品川,かたしながわ,Katashina Gawa,36.617,139.050,River
片品村,かたしなむら,Katashina Mura,36.767,139.233,Municipality
片山津,かたやまづ,Katayamazu,36.350,136.367,Populated area
加東市,かとうし,Kato Shi,34.917,134.967,Municipality
香取海山,かとりかいざん,Katori Kaizan,36.100,143.000,Undersea feature
香取市,かとりし,Katori Shi,35.900,140.500,Municipality
勝本,かつもと,Katsumoto,33.850,129.700,Populated area
かつらぎ町,かつらぎちょう,Katsuragi Cho,34.300,135.500,Municipality
葛城山,かつらぎさん,Katsuragi San,34.350,135.433,Mountain
葛城市,かつらぎし,Katsuragi Shi,34.483,135.733,Municipality
葛尾村,かつらおむら,Katsurao Mura,37.500,140.767,Municipality
葛飾区,かつしかく,Katsushika Ku,35.750,139.850,Municipality
勝浦町,かつうらちょう,Katsuura Cho,33.933,134.517,Municipality
勝浦川,かつうらがわ,Katsuura Gawa,34.033,134.583,River
勝浦海盆,かつうらかいぼん,Katsuura Kaibon,34.350,141.417,Undersea feature
勝浦海底谷,かつうらかいていこく,Katsuura Kaiteikoku,34.783,140.783,Undersea feature
勝浦市,かつうらし,Katsuura Shi,35.150,140.317,Municipality
勝山市,かつやまし,Katsuyama Shi,36.067,136.500,Municipality
川場村,かわばむら,Kawaba Mura,36.700,139.100,Municipality
川辺町,かわべちょう,Kawabe Cho,35.483,137.067,Municipality
川辺川,かわべがわ,Kawabe Gawa,32.200,130.800,River
河内岳,かわちだけ,Kawachi Dake,37.217,136.817,Mountain
河内町,かわちまち,Kawachi Machi,35.883,140.250,Municipality
河内長野市,かわちながのし,Kawachinagano Shi,34.450,135.567,Municipality
川越町,かわごえちょう,Kawagoe Cho,35.017,136.667,Municipality
川越市,かわごえし,Kawagoe Shi,35.933,139.483,Municipality
河口湖,かわぐちこ,Kawaguchi Ko,35.517,138.750,Lake
川口市,かわぐちし,Kawaguchi Shi,35.800,139.717,Municipality
河合町,かわいちょう,Kawai Cho,34.583,135.733,Municipality
河地,かわじ,Kawaji,32.817,131.267,Populated area
川島町,かわじままち,Kawajima Machi,36.000,139.483,Municipality
川尻,かわじり,Kawajiri,34.233,132.700,Populated area
川上村,かわかみむら,Kawakami Mura,35.983,138.583,Municipality
川上村,かわかみむら,Kawakami Mura,34.333,135.950,Municipality
川北町,かわきたまち,Kawakita Machi,36.467,136.550,Municipality
川俣町,かわまたまち,Kawamata Machi,37.667,140.600,Municipality
川南町,かわみなみちょう,Kawaminami Cho,32.200,131.533,Municipality
川本町,かわもとまち,Kawamoto Machi,35.000,132.500,Municipality
川根本町,かわねほんちょう,Kawanehon Cho,35.050,138.083,Municipality
川西町,かわにしちょう,Kawanishi Cho,34.583,135.767,Municipality
川西町,かわにしまち,Kawanishi Machi,38.000,140.050,Municipality
川西市,かわにしし,Kawanishi Shi,34.833,135.417,Municipality
川之江,かわのえ,Kawanoe,34.017,133.583,Populated area
香春町,かわらまち,Kawara Machi,33.667,130.850,Municipality
川崎町,かわさきまち,Kawasaki Machi,38.183,140.650,Municipality
川崎町,かわさきまち,Kawasaki Machi,33.600,130.817,Municipality
川崎市,かわさきし,Kawasaki Shi,35.533,139.700,Municipality
川尻岬,かわしりみさき,Kawashiri Misaki,34.450,130.967,Cape
川棚町,かわたなちょう,Kawatana Cho,33.067,129.867,Municipality
川内村,かわうちむら,Kawauchi Mura,37.333,140.817,Municipality
川湯,かわゆ,Kawayu,43.633,144.433,Populated area
河津町,かわづちょう,Kawazu Cho,34.750,138.983,Municipality
茅ヶ岳,かやがたけ,Kayagatake,35.800,138.517,Mountain
火曜海山,かようかいざん,Kayo Kaizan,29.050,140.533,Undersea feature
風間浦村,かざまうらむら,Kazamaura Mura,41.483,141.000,Municipality
火山列島,かざんれっとう,Kazan Retto,24.883,141.467,Extensive natural feature
硫黄列島,いおうれっとう,Io Retto,24.883,141.467,Extensive natural feature
加須市,かぞし,Kazo Shi,36.133,139.600,Municipality
一明海山,かずあきかいざん,Kazuaki Kaizan,33.833,143.817,Undersea feature
鹿角市,かづのし,Kazuno Shi,40.217,140.783,Municipality
慶安海山,けいあんかいざん,Keian Kaizan,32.167,138.783,Undersea feature
慶長海山,けいちょうかいざん,Keicho Kaizan,32.800,138.633,Undersea feature
桂川町,けいせんまち,Keisen Machi,33.583,130.683,Municipality
毛勝山,けかつやま,Kekatsu Yama,36.700,137.583,Mountain
毛無山,けなしがせん,Kenashigasen,35.233,133.517,Mountain
嶮暮帰島,けんぼっけとう,Kenbokke To,43.050,145.100,Island
剣淵町,けんぶちちょう,Kenbuchi Cho,44.100,142.367,Municipality
牽牛海山,けんぎゅうかいざん,Kengyu Kaizan,23.433,136.500,Undersea feature
慶良間海嶺群,けらまかいれいぐん,Kerama Kaireigun,23.233,126.200,Undersea feature
慶良間海底谷群,けらまかいていこくぐん,Kerama Kaiteikokugun,25.717,127.083,Undersea feature
慶良間列島,けらまれっとう,Kerama Retto,26.117,127.333,Extensive natural feature
ケラムイ崎,ケラムイさき,Keramui Saki,43.650,145.533,Cape
袈裟丸山,けさまるやま,Kesamaru Yama,36.633,139.333,Mountain
気仙川,けせんがわ,Kesen Gawa,39.000,141.617,River
気仙沼市,けせんぬまし,Kesennuma Shi,38.900,141.567,Municipality
気田川,けたがわ,Keta Gawa,34.933,137.833,River
芥屋,けや,Keya,33.583,130.117,Populated area
吉備高原,きびこうげん,Kibi Kogen,34.800,133.250,Extensive natural feature
吉備中央町,きびちゅうおうちょう,Kibichuo Cho,34.867,133.700,Municipality
木戸川,きどがわ,Kido Gawa,37.267,141.017,River
紀宝町,きほうちょう,Kiho Cho,33.733,136.017,Municipality
紀北町,きほくちょう,Kihoku Cho,34.217,136.333,Municipality
鬼北町,きほくちょう,Kihoku Cho,33.250,132.683,Municipality
紀伊半島,きいはんとう,Kii Hanto,33.950,135.717,Extensive natural feature
紀伊海山,きいかいざん,Kii Kaizan,31.467,135.000,Undersea feature
紀伊山地,きいさんち,Kii Sanchi,33.983,135.767,Extensive natural feature
紀伊水道,きいすいどう,Kii Suido,33.867,134.933,Sea Area
木島平村,きじまだいらむら,Kijimadaira Mura,36.867,138.400,Municipality
木城町,きじょうちょう,Kijo Cho,32.167,131.467,Municipality
